REF,Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,Continent_company,Sub-region_company,Continent_origin,Sub-region_origin,Manufacturer,Company
2068.0,U.S.A.,2018.0,Trinidad and Tobago,Ramnath E.,70.0,"2- B,S","nuts, dried fruit, short",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Arete,Arete
2330.0,U.S.A.,2019.0,India,Jangareddygudem,70.0,"3- B,S,C","herbs, mushroom, acidic",3.25,Americas,Northern America,Asia,Southern Asia,Arete,Arete
2450.0,U.S.A.,2019.0,India,Idukki,70.0,"3- B,S,C","burn butterscotch, rubbery",3.0,Americas,Northern America,Asia,Southern Asia,Arete,Arete
2162.0,Nicaragua,2018.0,Nicaragua,Mombacho,70.0,"2- B,S","smooth, vegetal",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Argencove,Argencove
2162.0,Nicaragua,2018.0,Nicaragua,Cocibolca,70.0,"2- B,S","roasty, rich cocoa",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Argencove,Argencove
2162.0,Nicaragua,2018.0,Nicaragua,Masaya,70.0,"2- B,S","melon, late hammy",3.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Argencove,Argencove
2166.0,Nicaragua,2018.0,Nicaragua,Apoyo,70.0,"2- B,S","cocoa, earthy, hammy",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Argencove,Argencove
300.0,U.K.,2008.0,Congo,Congo,72.0,"3- B,S,C","spicy, minty, vegetal",3.75,Europe,Northern Europe,Africa,Sub-Saharan Africa,Artisan du Chocolat,Artisan du Chocolat
363.0,U.K.,2009.0,Dominican Republic,Dominican Republic,72.0,"3- B,S,C","spice, cocoa, short",3.25,Europe,Northern Europe,Americas,Latin America and the Caribbean,Artisan du Chocolat,Artisan du Chocolat
363.0,U.K.,2009.0,Madagascar,Madagascar,80.0,"3- B,S,C","sl. bitter, cherry, rich",3.0,Europe,Northern Europe,Africa,Sub-Saharan Africa,Artisan du Chocolat,Artisan du Chocolat
363.0,U.K.,2009.0,Peru,Peru,75.0,"3- B,S,C","spicey, mild metallic",3.0,Europe,Northern Europe,Americas,Latin America and the Caribbean,Artisan du Chocolat,Artisan du Chocolat
355.0,U.K.,2009.0,Indonesia,Java,72.0,"3- B,S,C","gritty, very smokey, sour",2.75,Europe,Northern Europe,Asia,South-eastern Asia,Artisan du Chocolat,Artisan du Chocolat
355.0,U.K.,2009.0,Venezuela,"Ocumare, Venezuela",75.0,"3- B,S,C","oily, nutty, burnt, sour",2.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Artisan du Chocolat,Artisan du Chocolat
363.0,U.K.,2009.0,Brazil,Brazil Rio Doce,72.0,"3- B,S,C","cocoa, dominate off note",1.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Artisan du Chocolat,Artisan du Chocolat
531.0,U.K.,2010.0,Jamaica,Jamaica,72.0,"3- B,S,C","grassy, black licorice, mint",3.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Artisan du Chocolat,Artisan du Chocolat
600.0,U.K.,2010.0,Indonesia,Bali,72.0,"3- B,S,C",black pepper and banana,3.5,Europe,Northern Europe,Asia,South-eastern Asia,Artisan du Chocolat,Artisan du Chocolat
600.0,U.K.,2010.0,Costa Rica,Costa Rica,72.0,"3- B,S,C","chewy, grassy, nutty",3.25,Europe,Northern Europe,Americas,Latin America and the Caribbean,Artisan du Chocolat,Artisan du Chocolat
600.0,U.K.,2010.0,Vietnam,Ba Ria Vung Tau Province,72.0,"3- B,S,C","unrefined, distinct spicey",3.25,Europe,Northern Europe,Asia,South-eastern Asia,Artisan du Chocolat,Artisan du Chocolat
486.0,U.K.,2010.0,Venezuela,Venezuela,100.0,,"very nutty, very bitter",1.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Artisan du Chocolat,Artisan du Chocolat
729.0,U.K.,2011.0,Haiti,Haiti,72.0,"3- B,S,C","nuts, butterscotch, brownie",4.0,Europe,Northern Europe,Americas,Latin America and the Caribbean,Artisan du Chocolat,Artisan du Chocolat
745.0,U.K.,2011.0,Panama,Panama,72.0,"3- B,S,C","blackpepper,chemical,rubber",2.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Artisan du Chocolat,Artisan du Chocolat
947.0,U.K.,2012.0,Colombia,"Colombia, Casa Luker",72.0,"3- B,S,C","marshmallow, roasty, nutty",3.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Artisan du Chocolat,Artisan du Chocolat
1193.0,U.K.,2013.0,Trinidad and Tobago,"Trinidad, Heritage, Limited ed.",72.0,"3- B,S,C","gritty, nutty",3.25,Europe,Northern Europe,Americas,Latin America and the Caribbean,Artisan du Chocolat,Artisan du Chocolat
1181.0,U.K.,2013.0,Colombia,"Orinoqua Region, Arauca",72.0,"4- B,S,C,L","creamy, marshmallow, off",2.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Casa Luker,Artisan du Chocolat
175.0,U.S.A.,2007.0,Ecuador,San Jose del Tambo,70.0,"2- B,S","smooth, astringent, cocoa",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Askinosie,Askinosie
141.0,U.S.A.,2007.0,Mexico,Xoconusco,75.0,"2- B,S","leather, black licorice, off",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Askinosie,Askinosie
331.0,U.S.A.,2009.0,Philippines,Davao,77.0,"2- B,S","strawberries, mild tart, roasty",3.75,Americas,Northern America,Asia,South-eastern Asia,Askinosie,Askinosie
647.0,U.S.A.,2011.0,Tanzania,"Tenende, Uwate",72.0,"2- B,S","creamy, woody, cocoa",3.75,Americas,Northern America,Africa,Sub-Saharan Africa,Askinosie,Askinosie
661.0,U.S.A.,2011.0,Honduras,Cortes,70.0,"2- B,S","grapes, woody, roasty",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Askinosie,Askinosie
1780.0,U.S.A.,2016.0,Tanzania,Mababa,68.0,"3- B,S,C","creamy, rich, blueberry",3.75,Americas,Northern America,Africa,Sub-Saharan Africa,Askinosie,Askinosie
2434.0,Australia,2019.0,Solomon Islands,Solomon Islands,70.0,"4- B,S,C,L","off aroma,vegetal,honey,sandy",3.0,Oceania,Australia and New Zealand,Oceania,Melanesia,Atypic,Atypic
2056.0,Philippines,2018.0,Philippines,"Saloy E., 2016",70.0,"3- B,S,C","long, bright fruit, sweet, sour",3.5,Asia,South-eastern Asia,Asia,South-eastern Asia,Auro,Auro
2056.0,Philippines,2018.0,Philippines,"Paquibao E., 2016",70.0,"3- B,S,C","waxy, dried fruit",3.0,Asia,South-eastern Asia,Asia,South-eastern Asia,Auro,Auro
2056.0,Philippines,2018.0,Philippines,South Cotabato,70.0,"3- B,S,C","sandy, roasty, nutty",3.0,Asia,South-eastern Asia,Asia,South-eastern Asia,Auro,Auro
2056.0,Philippines,2018.0,Philippines,Davao,77.0,"4- B,S,V,L","sandy, vanilla",2.75,Asia,South-eastern Asia,Asia,South-eastern Asia,Auro,Auro
995.0,Australia,2012.0,Madagascar,Sambirano,70.0,"2- B,S","unrefined, flat, grassy",3.0,Oceania,Australia and New Zealand,Africa,Sub-Saharan Africa,Bahen & Co.,Bahen & Co.
999.0,Australia,2012.0,Brazil,Bahia,70.0,"2- B,S","chalky, intense, chemical",2.5,Oceania,Australia and New Zealand,Americas,Latin America and the Caribbean,Bahen & Co.,Bahen & Co.
999.0,Australia,2012.0,Blend,Houseblend,70.0,"2- B,S","chalky, fragrant, then off",2.5,Oceania,Australia and New Zealand,Blend,Blend,Bahen & Co.,Bahen & Co.
1474.0,Australia,2015.0,Papua New Guinea,Papua New Guinea,70.0,"2- B,S","smoke, ham, papaya",3.5,Oceania,Australia and New Zealand,Oceania,Melanesia,Bahen & Co.,Bahen & Co.
1474.0,Australia,2015.0,Blend,Houseblend,80.0,"2- B,S","coarse, smokey, metallic",3.25,Oceania,Australia and New Zealand,Blend,Blend,Bahen & Co.,Bahen & Co.
2146.0,Brazil,2018.0,Brazil,"Bahia, Vale Potumujo",70.0,"2- B,S","bland, sugary, large grits",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Baiani,Baiani
1454.0,Peru,2015.0,Peru,"Huallabamba, 2015",70.0,"3- B,S,C","black pepper, cardamom",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Bakau,Bakau
1454.0,Peru,2015.0,Peru,"Bambamarca, 2015",70.0,"3- B,S,C","molasses, caramel, pungent",2.75,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Bakau,Bakau
2294.0,U.S.A.,2019.0,Tanzania,Kokoa Kamili,72.0,"3- B,S,C","base cocoa, mild fruit, roasty",3.25,Americas,Northern America,Africa,Sub-Saharan Africa,Bankston,Bankston
2294.0,U.S.A.,2019.0,Uganda,Uganda,82.0,"3- B,S,C","bitter, fatty, mild fruit",2.75,Americas,Northern America,Africa,Sub-Saharan Africa,Bankston,Bankston
2290.0,U.S.A.,2019.0,Belize,Belize,72.0,"3- B,S,C","gritty, fatty, sour, off",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Bankston,Bankston
983.0,U.S.A.,2012.0,Madagascar,Sambirano,70.0,"2- B,S","raspberry, mild sour",3.75,Americas,Northern America,Africa,Sub-Saharan Africa,Bar Au Chocolat,Bar Au Chocolat
983.0,U.S.A.,2012.0,Mexico,Chiapas,70.0,"2- B,S","molasses,toffee,coffee grounds",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Bar Au Chocolat,Bar Au Chocolat
983.0,U.S.A.,2012.0,Dominican Republic,Duarte Province,70.0,"2- B,S","complex,black pepper,coffee",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Bar Au Chocolat,Bar Au Chocolat
1295.0,U.S.A.,2014.0,Peru,Maranon Canyon,70.0,"2- B,S","creamy, rounded, orange",4.0,Americas,Northern America,Americas,Latin America and the Caribbean,Bar Au Chocolat,Bar Au Chocolat
1554.0,U.S.A.,2015.0,Brazil,Bahia,70.0,"2- B,S","intense, smokey, dried fruit",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Bar Au Chocolat,Bar Au Chocolat
1980.0,U.S.A.,2017.0,Costa Rica,"Turrialba, Cartago P.",72.0,"2- B,S","slightly dry, cocoa, berry",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Bar Au Chocolat,Bar Au Chocolat
1980.0,U.S.A.,2017.0,Trinidad and Tobago,Montserrat Hills,80.0,"2- B,S","intense, tangy, alcohol",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Bar Au Chocolat,Bar Au Chocolat
955.0,U.K.,2012.0,Costa Rica,single estate,80.0,"4- B,S,C,V","gritty, floral, vanilla",2.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Baravelli's,Baravelli's
1868.0,U.S.A.,2016.0,Brazil,Brazil,70.0,"3- B,S,C","strawberry, candy flavor",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Batch,Batch
1840.0,U.S.A.,2016.0,Dominican Republic,"Dominican Republic, Batch 3",65.0,"3- B,S,C","creamy, sweet, fudgey",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Batch,Batch
1880.0,U.S.A.,2016.0,Ecuador,Ecuador,65.0,"3- B,S,C","sandy, floral, sweet",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Batch,Batch
2374.0,U.K.,2019.0,Peru,Peru,70.0,"4- B,S,C,V","strong vanilla, off notes",2.25,Europe,Northern Europe,Americas,Latin America and the Caribbean,Bean,Bean
1948.0,U.K.,2017.0,Malaysia,"Serian E., NW Borneo, b. #134/3800",72.0,"3- B,S,C","smokey, woody, tobacco",3.25,Europe,Northern Europe,Asia,South-eastern Asia,Beau Cacao,Beau Cacao
1948.0,U.K.,2017.0,Malaysia,"Asajaya E, NW Borneo, b. #132/4500",73.0,"3- B,S,C","caramel, spice, earthy",3.0,Europe,Northern Europe,Asia,South-eastern Asia,Beau Cacao,Beau Cacao
1784.0,U.S.A.,2016.0,Brazil,"Brazil, Batch 20316",80.0,"3- B,S,C","intense, bitter, dry",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Beehive,Beehive
1784.0,U.S.A.,2016.0,Dominican Republic,"Dominican Republic, Batch 31616",70.0,"3- B,S,C","sandy, sweet, molasses",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Beehive,Beehive
1784.0,U.S.A.,2016.0,Ecuador,"Ecuador, Batch 31516",70.0,"3- B,S,C","intense, floral, black pepper",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Beehive,Beehive
1788.0,U.S.A.,2016.0,Ecuador,Ecuador,90.0,"3- B,S,C","intense floral, bitter, earthy",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Beehive,Beehive
586.0,Belgium,2010.0,Ecuador,Ecuador,71.0,"4- B,S,C,L","dry, cinamon, nutmeg",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Belcolade,Belcolade
586.0,Belgium,2010.0,Costa Rica,Costa Rica,64.0,"4- B,S,C,L","pastey, nutty",2.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Belcolade,Belcolade
586.0,Belgium,2010.0,Papua New Guinea,Papua New Guinea,64.0,"4- B,S,C,L","intense, smokey",2.75,Europe,Western Europe,Oceania,Melanesia,Belcolade,Belcolade
586.0,Belgium,2010.0,Peru,Peru,64.0,"4- B,S,C,L","sticky, moss, nuts",2.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Belcolade,Belcolade
1800.0,U.S.A.,2016.0,Tanzania,"Kokao Kamili, Kilombero Valley",70.0,"3- B,S,C","sticky, delicate, melon",3.5,Americas,Northern America,Africa,Sub-Saharan Africa,Bellflower,Bellflower
1864.0,U.S.A.,2016.0,Dominican Republic,"Oko Caribe, Duarte P.",70.0,"2- B,S","caramel, mild dried fruit",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Bellflower,Bellflower
1804.0,U.S.A.,2016.0,Bolivia,"Alto Beni, Palos Blanco",70.0,"3- B,S,C","oily, complex, pungent",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Bellflower,Bellflower
2190.0,Vietnam,2018.0,Vietnam,Lam Dong,75.0,"3- B,S,C","high acidity, nutty, roasty",3.25,Asia,South-eastern Asia,Asia,South-eastern Asia,Belvie,Belvie
1768.0,Germany,2016.0,Belize,Belize south,83.0,"3- B,S,C","balanced, complex, berry",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Belyzium,Belyzium
1768.0,Germany,2016.0,Belize,Belize south,78.0,"3- B,S,C","sweet, nibby, green",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Belyzium,Belyzium
1768.0,Germany,2016.0,Belize,"Belize south, low fermentation",83.0,"3- B,S,C","unbalanced, tangy, pungent",2.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Belyzium,Belyzium
2246.0,Singapore,2018.0,Vietnam,Vung Tau,72.0,"4- B,S,C,L","gummy, roasty, fatty",3.0,Asia,South-eastern Asia,Asia,South-eastern Asia,Benns,Benns
2246.0,Singapore,2018.0,India,"Anamalai, 2018 harvest",72.0,"4- B,S,C,L","gummy, fatty, sour",3.0,Asia,South-eastern Asia,Asia,Southern Asia,Benns,Benns
2246.0,Singapore,2018.0,Malaysia,"Sungai Ruan, Koh Farm",72.0,"4- B,S,C,L","off aroma, smokey, off note",3.0,Asia,South-eastern Asia,Asia,South-eastern Asia,Benns,Benns
757.0,Belgium,2011.0,Indonesia,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",72.0,"3- B,S,C","smokey, raspberries, cocoa",4.0,Europe,Western Europe,Asia,South-eastern Asia,Benoit Nihant,Benoit Nihant
773.0,Belgium,2011.0,Madagascar,"Somia Plantation, Sambirano, 70hr C",72.0,"3- B,S,C","intense,red berry,strawberry",3.75,Europe,Western Europe,Africa,Sub-Saharan Africa,Benoit Nihant,Benoit Nihant
1141.0,Belgium,2013.0,Ecuador,Rio Peripa H.,73.0,"3- B,S,C",cinamon and nutmeg,4.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Benoit Nihant,Benoit Nihant
1141.0,Belgium,2013.0,Cuba,Baracoa,74.0,"3- B,S,C","tobacco, dairy, sour",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Benoit Nihant,Benoit Nihant
1141.0,Belgium,2013.0,Venezuela,Chuao,74.0,"3- B,S,C","mocha, intense, sweet",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Benoit Nihant,Benoit Nihant
1141.0,Belgium,2013.0,Venezuela,Cuyagua Village,74.0,"3- B,S,C","nutty, roasty, dairy",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Benoit Nihant,Benoit Nihant
797.0,France,2012.0,Blend,Nature,55.0,"5- B,S,C,V,L","sweet, vanilla, cocoa",2.75,Europe,Western Europe,Blend,Blend,Bernachon,Bernachon
508.0,Switzerland,2010.0,Indonesia,"Java, Grand Cru",64.0,"3- B,S,C","ham-like, smokey, banana",3.5,Europe,Western Europe,Asia,South-eastern Asia,Felchlin,Beschle
508.0,Switzerland,2010.0,Venezuela,"Ocumare, Premier Cru, Quizas No. 2",72.0,"3- B,S,C","dark cocoa, spicy pepper",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Felchlin,Beschle
508.0,Switzerland,2010.0,Venezuela,"Carenero S., Barlovento, Grand Cru",70.0,"3- B,S,C","creamy, macadamia, pepper",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean,Felchlin,Beschle
508.0,Switzerland,2010.0,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",74.0,"3- B,S,C","nutty, light toffee, mild musty",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean,Felchlin,Beschle
636.0,Switzerland,2011.0,Ecuador,Ecuador,72.0,"3- B,S,C","creamy, nutty, cocoa",4.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Felchlin,Beschle
636.0,Switzerland,2011.0,Venezuela,"Indigena Amazonia, Grand Cru, Quizas",72.0,"3- B,S,C","creamy, banana, rich",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Felchlin,Beschle
636.0,Switzerland,2011.0,Madagascar,Madagascar,64.0,"3- B,S,C","chunky, nutty, banana",3.0,Europe,Western Europe,Africa,Sub-Saharan Africa,Felchlin,Beschle
636.0,Switzerland,2011.0,Venezuela,Maracaibo,88.0,"3- B,S,C","bitter then nutty rustic, earthy",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Felchlin,Beschle
1486.0,U.S.A.,2015.0,Belize,Belize,86.0,"4- B,S,C,V","mild bitter, diluted, vanilla",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Bisou,Bisou
1482.0,U.S.A.,2015.0,Nicaragua,"Nicaragua, American style",76.0,"2- B,S","bitter, molasses, flour",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Bisou,Bisou
1486.0,U.S.A.,2015.0,Costa Rica,"San Andres, American style",76.0,"2- B,S","molasses, metallic, earthy",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Bisou,Bisou
1486.0,U.S.A.,2015.0,Costa Rica,"San Andres, silk",78.0,"4- B,S,C,V","sour, tart, molasses",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Bisou,Bisou
2084.0,Venezuela,2018.0,Venezuela,Aragua,70.0,"4- B,S,C,L","smooth texture, earthy, nutty",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Bitacora,Bitacora
2088.0,Venezuela,2018.0,Venezuela,Merida,70.0,"4- B,S,C,L","gritty, spicy, earthy",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Bitacora,Bitacora
2088.0,Venezuela,2018.0,Venezuela,Carabobo,70.0,"4- B,S,C,L","fatty, bland, nutty",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Bitacora,Bitacora
233.0,U.S.A.,2008.0,Dominican Republic,Puerto Plata,68.0,"2- B,S","nutty, astringent",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Bittersweet Origins,Bittersweet Origins
233.0,U.S.A.,2008.0,Panama,Bocas del Toro,75.0,"2- B,S","intense, rum, tea",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Bittersweet Origins,Bittersweet Origins
233.0,U.S.A.,2008.0,Madagascar,Sambirano,71.0,"2- B,S","rich cocoa, red berry, sour",3.0,Americas,Northern America,Africa,Sub-Saharan Africa,Bittersweet Origins,Bittersweet Origins
256.0,U.S.A.,2008.0,Ghana,Ankasa,70.0,"2- B,S","nutmeg, sour",3.0,Americas,Northern America,Africa,Sub-Saharan Africa,Bittersweet Origins,Bittersweet Origins
414.0,U.S.A.,2009.0,Dominican Republic,Puerto Plata,65.0,"2- B,S","intense marshmallow, cocoa",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Bittersweet Origins,Bittersweet Origins
431.0,U.S.A.,2009.0,Madagascar,Sambirano,65.0,"2- B,S",chocolate covered cherries,3.5,Americas,Northern America,Africa,Sub-Saharan Africa,Bittersweet Origins,Bittersweet Origins
423.0,U.S.A.,2009.0,Madagascar,Sambirano,75.0,"2- B,S","rustic, red berry, woody",3.25,Americas,Northern America,Africa,Sub-Saharan Africa,Bittersweet Origins,Bittersweet Origins
414.0,U.S.A.,2009.0,Dominican Republic,Puerto Plata,75.0,"2- B,S","chalky, strong, harsh smoke",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Bittersweet Origins,Bittersweet Origins
502.0,U.S.A.,2010.0,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",70.0,"2- B,S","robust, cocoa, fruity",3.75,Americas,Northern America,Blend,Blend,Bittersweet Origins,Bittersweet Origins
478.0,U.S.A.,2010.0,Indonesia,"Bali, Singaraja",75.0,"2- B,S","dry, cardamom, medicinal",3.25,Americas,Northern America,Asia,South-eastern Asia,Bittersweet Origins,Bittersweet Origins
565.0,U.S.A.,2010.0,Madagascar,"Sambirano, 2009",70.0,"2- B,S","red berry, strong wine, sour",3.0,Americas,Northern America,Africa,Sub-Saharan Africa,Bittersweet Origins,Bittersweet Origins
565.0,U.S.A.,2010.0,Venezuela,"Ocumare, prototype",78.0,"2- B,S","nutty, mild bitter",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Bittersweet Origins,Bittersweet Origins
558.0,U.S.A.,2010.0,Indonesia,"Bali, Singaraja",65.0,"2- B,S","pastey, off spicey, nutty",2.75,Americas,Northern America,Asia,South-eastern Asia,Bittersweet Origins,Bittersweet Origins
963.0,U.S.A.,2012.0,Ghana,Ghana,72.0,"3- B,S,C","roasted nuts, rich, roasty",3.5,Americas,Northern America,Africa,Sub-Saharan Africa,Bittersweet Origins,Bittersweet Origins
2114.0,U.S.A.,2018.0,Dominican Republic,Dominican Republic,70.0,"2- B,S","sweet, sour milk",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Bixby,Bixby
2108.0,U.S.A.,2018.0,Haiti,Haiti,70.0,"2- B,S","floral, molasses, chemical",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Bixby,Bixby
